,image_name,x_1,y_1,x_2,y_2,category,category_type,category_type_name,width,height,area,evaluation_status,category_encoding
22741,img/Hooded_Cotton_Canvas_Anorak/img_00000148.jpg,56,46,250,300,Anorak,1,Upper Body,194,254,49276,train,0
22742,img/Hooded_Cotton_Canvas_Anorak/img_00000149.jpg,62,47,163,279,Anorak,1,Upper Body,101,232,23432,train,0
22743,img/Hooded_Cotton_Canvas_Anorak/img_00000150.jpg,26,51,198,293,Anorak,1,Upper Body,172,242,41624,train,0
22744,img/Hooded_Cotton_Canvas_Anorak/img_00000151.jpg,33,42,164,287,Anorak,1,Upper Body,131,245,32095,train,0
22745,img/Hooded_Cotton_Canvas_Anorak/img_00000152.jpg,25,46,168,297,Anorak,1,Upper Body,143,251,35893,train,0
22746,img/Hooded_Cotton_Canvas_Anorak/img_00000153.jpg,15,48,194,300,Anorak,1,Upper Body,179,252,45108,train,0
22747,img/Hooded_Cotton_Canvas_Anorak/img_00000154.jpg,22,1,190,289,Anorak,1,Upper Body,168,288,48384,train,0
22748,img/Hooded_Cotton_Canvas_Anorak/img_00000155.jpg,1,1,180,269,Anorak,1,Upper Body,179,268,47972,train,0
22749,img/Hooded_Cotton_Canvas_Anorak/img_00000156.jpg,56,51,192,240,Anorak,1,Upper Body,136,189,25704,train,0
22750,img/Hooded_Cotton_Canvas_Anorak/img_00000157.jpg,46,28,126,134,Anorak,1,Upper Body,80,106,8480,train,0
22751,img/Hooded_Cotton_Canvas_Anorak/img_00000158.jpg,17,46,187,296,Anorak,1,Upper Body,170,250,42500,train,0
22753,img/Hooded_Cotton_Canvas_Anorak/img_00000160.jpg,37,9,198,277,Anorak,1,Upper Body,161,268,43148,train,0
22754,img/Hooded_Cotton_Canvas_Anorak/img_00000161.jpg,16,5,288,300,Anorak,1,Upper Body,272,295,80240,train,0
29772,img/Quilted_Faux_Leather_Bomber/img_00000002.jpg,113,80,237,260,Bomber,1,Upper Body,124,180,22320,train,1
29774,img/Quilted_Faux_Leather_Bomber/img_00000004.jpg,41,84,229,288,Bomber,1,Upper Body,188,204,38352,train,1
29777,img/Quilted_Faux_Leather_Bomber/img_00000007.jpg,12,51,180,245,Bomber,1,Upper Body,168,194,32592,train,1
29778,img/Quilted_Faux_Leather_Bomber/img_00000008.jpg,41,43,179,221,Bomber,1,Upper Body,138,178,24564,train,1
29779,img/Quilted_Faux_Leather_Bomber/img_00000009.jpg,56,42,141,134,Bomber,1,Upper Body,85,92,7820,train,1
29780,img/Quilted_Faux_Leather_Bomber/img_00000010.jpg,3,44,124,180,Bomber,1,Upper Body,121,136,16456,train,1
29781,img/Quilted_Faux_Leather_Bomber/img_00000011.jpg,10,61,195,260,Bomber,1,Upper Body,185,199,36815,train,1
29782,img/Quilted_Faux_Leather_Bomber/img_00000012.jpg,138,33,300,177,Bomber,1,Upper Body,162,144,23328,train,1
29783,img/Quilted_Faux_Leather_Bomber/img_00000013.jpg,167,58,294,226,Bomber,1,Upper Body,127,168,21336,train,1
29784,img/Quilted_Faux_Leather_Bomber/img_00000014.jpg,56,47,126,130,Bomber,1,Upper Body,70,83,5810,train,1
29786,img/Quilted_Faux_Leather_Bomber/img_00000016.jpg,41,58,69,243,Bomber,1,Upper Body,28,185,5180,train,1
29787,img/Quilted_Faux_Leather_Bomber/img_00000017.jpg,47,101,172,255,Bomber,1,Upper Body,125,154,19250,train,1
29788,img/Quilted_Faux_Leather_Bomber/img_00000018.jpg,30,68,187,212,Bomber,1,Upper Body,157,144,22608,train,1
29789,img/Quilted_Faux_Leather_Bomber/img_00000019.jpg,11,95,245,300,Bomber,1,Upper Body,234,205,47970,train,1
29790,img/Quilted_Faux_Leather_Bomber/img_00000020.jpg,16,54,147,216,Bomber,1,Upper Body,131,162,21222,train,1
29791,img/Quilted_Faux_Leather_Bomber/img_00000021.jpg,102,42,173,156,Bomber,1,Upper Body,71,114,8094,train,1
29793,img/Quilted_Faux_Leather_Bomber/img_00000023.jpg,12,77,193,271,Bomber,1,Upper Body,181,194,35114,train,1
29794,img/Quilted_Faux_Leather_Bomber/img_00000024.jpg,64,76,231,254,Bomber,1,Upper Body,167,178,29726,train,1
29798,img/Quilted_Faux_Leather_Bomber/img_00000028.jpg,57,67,191,300,Bomber,1,Upper Body,134,233,31222,train,1
29799,img/Quilted_Faux_Leather_Bomber/img_00000029.jpg,166,70,300,253,Bomber,1,Upper Body,134,183,24522,train,1
29800,img/Quilted_Faux_Leather_Bomber/img_00000030.jpg,31,70,216,264,Bomber,1,Upper Body,185,194,35890,train,1
29801,img/Quilted_Faux_Leather_Bomber/img_00000031.jpg,77,81,199,235,Bomber,1,Upper Body,122,154,18788,train,1
29802,img/Quilted_Faux_Leather_Bomber/img_00000032.jpg,54,79,212,280,Bomber,1,Upper Body,158,201,31758,train,1
29803,img/Quilted_Faux_Leather_Bomber/img_00000033.jpg,81,70,190,176,Bomber,1,Upper Body,109,106,11554,train,1
29804,img/Quilted_Faux_Leather_Bomber/img_00000034.jpg,36,81,235,300,Bomber,1,Upper Body,199,219,43581,train,1
29805,img/Quilted_Faux_Leather_Bomber/img_00000035.jpg,39,37,121,136,Bomber,1,Upper Body,82,99,8118,train,1
29806,img/Quilted_Faux_Leather_Bomber/img_00000036.jpg,18,70,203,283,Bomber,1,Upper Body,185,213,39405,train,1
29807,img/Quilted_Faux_Leather_Bomber/img_00000037.jpg,18,71,190,255,Bomber,1,Upper Body,172,184,31648,train,1
29809,img/Quilted_Faux_Leather_Bomber/img_00000039.jpg,82,66,202,300,Bomber,1,Upper Body,120,234,28080,train,1
29810,img/Quilted_Faux_Leather_Bomber/img_00000040.jpg,69,78,236,233,Bomber,1,Upper Body,167,155,25885,train,1
29811,img/Quilted_Faux_Leather_Bomber/img_00000041.jpg,1,58,200,284,Bomber,1,Upper Body,199,226,44974,train,1
29813,img/Quilted_Faux_Leather_Bomber/img_00000043.jpg,85,71,230,237,Bomber,1,Upper Body,145,166,24070,train,1
29814,img/Quilted_Faux_Leather_Bomber/img_00000044.jpg,74,44,180,157,Bomber,1,Upper Body,106,113,11978,train,1
29815,img/Quilted_Faux_Leather_Bomber/img_00000045.jpg,70,75,206,252,Bomber,1,Upper Body,136,177,24072,train,1
29817,img/Quilted_Faux_Leather_Bomber/img_00000047.jpg,78,92,234,300,Bomber,1,Upper Body,156,208,32448,train,1
29818,img/Quilted_Faux_Leather_Bomber/img_00000048.jpg,1,92,201,288,Bomber,1,Upper Body,200,196,39200,train,1
29820,img/Quilted_Faux_Leather_Bomber/img_00000050.jpg,89,77,235,300,Bomber,1,Upper Body,146,223,32558,train,1
29821,img/Quilted_Faux_Leather_Bomber/img_00000051.jpg,40,83,198,293,Bomber,1,Upper Body,158,210,33180,train,1
29822,img/Quilted_Faux_Leather_Bomber/img_00000052.jpg,72,50,149,145,Bomber,1,Upper Body,77,95,7315,train,1
29823,img/Quilted_Faux_Leather_Bomber/img_00000053.jpg,87,37,214,285,Bomber,1,Upper Body,127,248,31496,train,1
29824,img/Quilted_Faux_Leather_Bomber/img_00000054.jpg,19,72,219,293,Bomber,1,Upper Body,200,221,44200,train,1
29825,img/Quilted_Faux_Leather_Bomber/img_00000055.jpg,14,69,236,300,Bomber,1,Upper Body,222,231,51282,train,1
29827,img/Quilted_Faux_Leather_Bomber/img_00000057.jpg,28,65,152,173,Bomber,1,Upper Body,124,108,13392,train,1
29828,img/Quilted_Faux_Leather_Bomber/img_00000058.jpg,31,57,182,246,Bomber,1,Upper Body,151,189,28539,train,1
29829,img/Quilted_Faux_Leather_Bomber/img_00000059.jpg,23,56,195,249,Bomber,1,Upper Body,172,193,33196,train,1
29832,img/Quilted_Faux_Leather_Bomber/img_00000062.jpg,56,58,134,154,Bomber,1,Upper Body,78,96,7488,train,1
29833,img/Quilted_Faux_Leather_Bomber/img_00000063.jpg,38,72,224,265,Bomber,1,Upper Body,186,193,35898,train,1
29834,img/Quilted_Faux_Leather_Bomber/img_00000064.jpg,102,57,218,180,Bomber,1,Upper Body,116,123,14268,train,1
29835,img/Quilted_Faux_Leather_Bomber/img_00000065.jpg,15,125,215,299,Bomber,1,Upper Body,200,174,34800,train,1
29838,img/Quilted_Faux_Leather_Bomber/img_00000068.jpg,56,57,187,246,Bomber,1,Upper Body,131,189,24759,train,1
29839,img/Quilted_Faux_Leather_Bomber/img_00000069.jpg,14,73,195,240,Bomber,1,Upper Body,181,167,30227,train,1
29840,img/Quilted_Faux_Leather_Bomber/img_00000070.jpg,63,80,130,167,Bomber,1,Upper Body,67,87,5829,train,1
29841,img/Quilted_Faux_Leather_Bomber/img_00000071.jpg,22,81,219,299,Bomber,1,Upper Body,197,218,42946,train,1
29842,img/Quilted_Faux_Leather_Bomber/img_00000072.jpg,9,64,215,260,Bomber,1,Upper Body,206,196,40376,train,1
29845,img/Quilted_Faux_Leather_Bomber/img_00000075.jpg,68,42,164,155,Bomber,1,Upper Body,96,113,10848,train,1
29846,img/Quilted_Faux_Leather_Bomber/img_00000076.jpg,76,67,239,266,Bomber,1,Upper Body,163,199,32437,train,1
29847,img/Quilted_Faux_Leather_Bomber/img_00000077.jpg,31,69,198,215,Bomber,1,Upper Body,167,146,24382,train,1
29849,img/Quilted_Faux_Leather_Bomber/img_00000079.jpg,39,60,148,205,Bomber,1,Upper Body,109,145,15805,train,1
29850,img/Quilted_Faux_Leather_Bomber/img_00000080.jpg,21,66,170,235,Bomber,1,Upper Body,149,169,25181,train,1
29851,img/Quilted_Faux_Leather_Bomber/img_00000081.jpg,56,80,250,210,Bomber,1,Upper Body,194,130,25220,train,1
29852,img/Quilted_Faux_Leather_Bomber/img_00000082.jpg,1,28,225,293,Bomber,1,Upper Body,224,265,59360,train,1
29853,img/Quilted_Faux_Leather_Bomber/img_00000083.jpg,22,44,296,300,Bomber,1,Upper Body,274,256,70144,train,1
29854,img/Quilted_Faux_Leather_Bomber/img_00000084.jpg,54,66,181,276,Bomber,1,Upper Body,127,210,26670,train,1
29856,img/Quilted_Faux_Leather_Bomber/img_00000086.jpg,13,78,205,299,Bomber,1,Upper Body,192,221,42432,train,1
29857,img/Quilted_Faux_Leather_Bomber/img_00000087.jpg,82,82,219,257,Bomber,1,Upper Body,137,175,23975,train,1
29858,img/Quilted_Faux_Leather_Bomber/img_00000088.jpg,210,54,258,181,Bomber,1,Upper Body,48,127,6096,train,1
29859,img/Quilted_Faux_Leather_Bomber/img_00000089.jpg,56,72,177,225,Bomber,1,Upper Body,121,153,18513,train,1
29860,img/Quilted_Faux_Leather_Bomber/img_00000090.jpg,67,62,230,271,Bomber,1,Upper Body,163,209,34067,train,1
29863,img/Quilted_Faux_Leather_Bomber/img_00000093.jpg,67,74,235,252,Bomber,1,Upper Body,168,178,29904,train,1
29865,img/Quilted_Faux_Leather_Bomber/img_00000095.jpg,38,70,208,260,Bomber,1,Upper Body,170,190,32300,train,1
29866,img/Quilted_Faux_Leather_Bomber/img_00000096.jpg,1,94,222,254,Bomber,1,Upper Body,221,160,35360,train,1
29867,img/Quilted_Faux_Leather_Bomber/img_00000097.jpg,62,70,256,257,Bomber,1,Upper Body,194,187,36278,train,1
29868,img/Quilted_Faux_Leather_Bomber/img_00000098.jpg,18,53,240,300,Bomber,1,Upper Body,222,247,54834,train,1
29870,img/Quilted_Faux_Leather_Bomber/img_00000100.jpg,12,36,190,249,Bomber,1,Upper Body,178,213,37914,train,1
29871,img/Quilted_Faux_Leather_Bomber/img_00000101.jpg,46,89,232,272,Bomber,1,Upper Body,186,183,34038,train,1
29872,img/Quilted_Faux_Leather_Bomber/img_00000102.jpg,20,85,171,258,Bomber,1,Upper Body,151,173,26123,train,1
29873,img/Quilted_Faux_Leather_Bomber/img_00000103.jpg,14,51,96,153,Bomber,1,Upper Body,82,102,8364,train,1
29874,img/Quilted_Faux_Leather_Bomber/img_00000104.jpg,63,58,140,136,Bomber,1,Upper Body,77,78,6006,train,1
29876,img/Quilted_Faux_Leather_Bomber/img_00000106.jpg,26,82,150,225,Bomber,1,Upper Body,124,143,17732,train,1
29877,img/Quilted_Faux_Leather_Bomber/img_00000107.jpg,29,79,147,270,Bomber,1,Upper Body,118,191,22538,train,1
29878,img/Quilted_Faux_Leather_Bomber/img_00000108.jpg,45,51,152,129,Bomber,1,Upper Body,107,78,8346,train,1
29880,img/Quilted_Faux_Leather_Bomber/img_00000110.jpg,2,75,188,247,Bomber,1,Upper Body,186,172,31992,train,1
29882,img/Quilted_Faux_Leather_Bomber/img_00000112.jpg,27,88,243,296,Bomber,1,Upper Body,216,208,44928,train,1
29883,img/Quilted_Faux_Leather_Bomber/img_00000113.jpg,16,77,190,255,Bomber,1,Upper Body,174,178,30972,train,1
29884,img/Quilted_Faux_Leather_Bomber/img_00000114.jpg,63,38,169,148,Bomber,1,Upper Body,106,110,11660,train,1
29885,img/Quilted_Faux_Leather_Bomber/img_00000115.jpg,55,70,212,300,Bomber,1,Upper Body,157,230,36110,train,1
29887,img/Quilted_Faux_Leather_Bomber/img_00000117.jpg,20,30,200,258,Bomber,1,Upper Body,180,228,41040,train,1
29889,img/Quilted_Faux_Leather_Bomber/img_00000119.jpg,65,66,225,244,Bomber,1,Upper Body,160,178,28480,train,1
29892,img/Quilted_Faux_Leather_Bomber/img_00000122.jpg,41,86,163,247,Bomber,1,Upper Body,122,161,19642,train,1
29893,img/Quilted_Faux_Leather_Bomber/img_00000123.jpg,18,78,167,258,Bomber,1,Upper Body,149,180,26820,train,1
29895,img/Quilted_Faux_Leather_Bomber/img_00000125.jpg,9,74,194,265,Bomber,1,Upper Body,185,191,35335,train,1
29898,img/Quilted_Faux_Leather_Bomber/img_00000128.jpg,44,108,246,298,Bomber,1,Upper Body,202,190,38380,train,1
29899,img/Quilted_Faux_Leather_Bomber/img_00000129.jpg,22,63,195,252,Bomber,1,Upper Body,173,189,32697,train,1
29900,img/Quilted_Faux_Leather_Bomber/img_00000130.jpg,26,62,172,253,Bomber,1,Upper Body,146,191,27886,train,1
29903,img/Quilted_Faux_Leather_Bomber/img_00000133.jpg,32,53,171,218,Bomber,1,Upper Body,139,165,22935,train,1
29904,img/Quilted_Faux_Leather_Bomber/img_00000134.jpg,27,20,240,265,Bomber,1,Upper Body,213,245,52185,train,1
29905,img/Quilted_Faux_Leather_Bomber/img_00000135.jpg,15,64,185,243,Bomber,1,Upper Body,170,179,30430,train,1
29907,img/Quilted_Faux_Leather_Bomber/img_00000137.jpg,24,68,242,275,Bomber,1,Upper Body,218,207,45126,train,1
29908,img/Quilted_Faux_Leather_Bomber/img_00000138.jpg,35,69,179,278,Bomber,1,Upper Body,144,209,30096,train,1
29909,img/Quilted_Faux_Leather_Bomber/img_00000139.jpg,23,141,108,279,Bomber,1,Upper Body,85,138,11730,train,1
29910,img/Quilted_Faux_Leather_Bomber/img_00000140.jpg,1,103,229,288,Bomber,1,Upper Body,228,185,42180,train,1
29912,img/Quilted_Faux_Leather_Bomber/img_00000142.jpg,45,73,159,220,Bomber,1,Upper Body,114,147,16758,train,1
29913,img/Quilted_Faux_Leather_Bomber/img_00000143.jpg,82,60,198,216,Bomber,1,Upper Body,116,156,18096,train,1
29914,img/Quilted_Faux_Leather_Bomber/img_00000144.jpg,28,59,189,298,Bomber,1,Upper Body,161,239,38479,train,1
29915,img/Quilted_Faux_Leather_Bomber/img_00000145.jpg,72,69,235,265,Bomber,1,Upper Body,163,196,31948,train,1
29916,img/Quilted_Faux_Leather_Bomber/img_00000146.jpg,70,69,230,265,Bomber,1,Upper Body,160,196,31360,train,1
29917,img/Quilted_Faux_Leather_Bomber/img_00000147.jpg,1,92,300,300,Bomber,1,Upper Body,299,208,62192,train,1
29920,img/Quilted_Faux_Leather_Bomber/img_00000150.jpg,57,89,158,219,Bomber,1,Upper Body,101,130,13130,train,1
29922,img/Quilted_Faux_Leather_Bomber/img_00000152.jpg,1,72,175,241,Bomber,1,Upper Body,174,169,29406,train,1
29923,img/Quilted_Faux_Leather_Bomber/img_00000153.jpg,1,73,195,262,Bomber,1,Upper Body,194,189,36666,train,1
29924,img/Quilted_Faux_Leather_Bomber/img_00000154.jpg,4,81,199,198,Bomber,1,Upper Body,195,117,22815,train,1
29925,img/Quilted_Faux_Leather_Bomber/img_00000155.jpg,72,79,242,254,Bomber,1,Upper Body,170,175,29750,train,1
29926,img/Quilted_Faux_Leather_Bomber/img_00000156.jpg,27,53,186,285,Bomber,1,Upper Body,159,232,36888,train,1
29928,img/Quilted_Faux_Leather_Bomber/img_00000158.jpg,75,74,235,231,Bomber,1,Upper Body,160,157,25120,train,1
29929,img/Quilted_Faux_Leather_Bomber/img_00000159.jpg,49,119,156,269,Bomber,1,Upper Body,107,150,16050,train,1
29930,img/Quilted_Faux_Leather_Bomber/img_00000160.jpg,2,90,189,287,Bomber,1,Upper Body,187,197,36839,train,1
29931,img/Quilted_Faux_Leather_Bomber/img_00000161.jpg,17,77,198,242,Bomber,1,Upper Body,181,165,29865,train,1
29932,img/Quilted_Faux_Leather_Bomber/img_00000162.jpg,64,46,166,153,Bomber,1,Upper Body,102,107,10914,train,1
29933,img/Quilted_Faux_Leather_Bomber/img_00000163.jpg,34,68,154,228,Bomber,1,Upper Body,120,160,19200,train,1
68408,img/Classic_Knit_Turtleneck/img_00000001.jpg,49,70,169,300,Turtleneck,1,Upper Body,120,230,27600,train,10
68410,img/Classic_Knit_Turtleneck/img_00000003.jpg,19,1,173,172,Turtleneck,1,Upper Body,154,171,26334,train,10
68413,img/Classic_Knit_Turtleneck/img_00000006.jpg,1,33,214,170,Turtleneck,1,Upper Body,213,137,29181,train,10
68415,img/Classic_Knit_Turtleneck/img_00000008.jpg,1,1,300,242,Turtleneck,1,Upper Body,299,241,72059,train,10
68416,img/Classic_Knit_Turtleneck/img_00000009.jpg,44,100,218,293,Turtleneck,1,Upper Body,174,193,33582,train,10
68417,img/Classic_Knit_Turtleneck/img_00000010.jpg,66,58,236,267,Turtleneck,1,Upper Body,170,209,35530,train,10
68418,img/Classic_Knit_Turtleneck/img_00000011.jpg,20,71,177,288,Turtleneck,1,Upper Body,157,217,34069,train,10
68419,img/Classic_Knit_Turtleneck/img_00000012.jpg,82,9,204,271,Turtleneck,1,Upper Body,122,262,31964,train,10
68420,img/Classic_Knit_Turtleneck/img_00000013.jpg,74,72,175,298,Turtleneck,1,Upper Body,101,226,22826,train,10
68423,img/Classic_Knit_Turtleneck/img_00000016.jpg,1,56,182,249,Turtleneck,1,Upper Body,181,193,34933,train,10
68424,img/Classic_Knit_Turtleneck/img_00000017.jpg,39,135,226,262,Turtleneck,1,Upper Body,187,127,23749,train,10
68425,img/Classic_Knit_Turtleneck/img_00000018.jpg,76,60,225,280,Turtleneck,1,Upper Body,149,220,32780,train,10
68426,img/Classic_Knit_Turtleneck/img_00000019.jpg,43,53,177,209,Turtleneck,1,Upper Body,134,156,20904,train,10
68427,img/Classic_Knit_Turtleneck/img_00000020.jpg,53,57,226,190,Turtleneck,1,Upper Body,173,133,23009,train,10
68429,img/Classic_Knit_Turtleneck/img_00000022.jpg,30,51,190,273,Turtleneck,1,Upper Body,160,222,35520,train,10
68431,img/Classic_Knit_Turtleneck/img_00000024.jpg,60,39,131,170,Turtleneck,1,Upper Body,71,131,9301,train,10
68435,img/Classic_Knit_Turtleneck/img_00000028.jpg,29,1,179,174,Turtleneck,1,Upper Body,150,173,25950,train,10
68436,img/Classic_Knit_Turtleneck/img_00000029.jpg,3,69,218,246,Turtleneck,1,Upper Body,215,177,38055,train,10
68437,img/Classic_Knit_Turtleneck/img_00000030.jpg,46,36,154,208,Turtleneck,1,Upper Body,108,172,18576,train,10
68441,img/Classic_Knit_Turtleneck/img_00000034.jpg,40,8,78,60,Turtleneck,1,Upper Body,38,52,1976,train,10
68442,img/Classic_Knit_Turtleneck/img_00000035.jpg,42,37,127,172,Turtleneck,1,Upper Body,85,135,11475,train,10
68443,img/Classic_Knit_Turtleneck/img_00000036.jpg,20,13,207,261,Turtleneck,1,Upper Body,187,248,46376,train,10
68444,img/Classic_Knit_Turtleneck/img_00000037.jpg,13,1,206,300,Turtleneck,1,Upper Body,193,299,57707,train,10
68446,img/Classic_Knit_Turtleneck/img_00000039.jpg,30,134,256,269,Turtleneck,1,Upper Body,226,135,30510,train,10
68447,img/Classic_Knit_Turtleneck/img_00000040.jpg,39,48,211,281,Turtleneck,1,Upper Body,172,233,40076,train,10
68448,img/Classic_Knit_Turtleneck/img_00000041.jpg,46,60,159,283,Turtleneck,1,Upper Body,113,223,25199,train,10
68449,img/Classic_Knit_Turtleneck/img_00000042.jpg,54,47,235,285,Turtleneck,1,Upper Body,181,238,43078,train,10
68450,img/Classic_Knit_Turtleneck/img_00000043.jpg,55,47,122,157,Turtleneck,1,Upper Body,67,110,7370,train,10
68451,img/Classic_Knit_Turtleneck/img_00000044.jpg,19,54,177,274,Turtleneck,1,Upper Body,158,220,34760,train,10
68453,img/Classic_Knit_Turtleneck/img_00000046.jpg,42,53,214,276,Turtleneck,1,Upper Body,172,223,38356,train,10
68456,img/Classic_Knit_Turtleneck/img_00000049.jpg,30,65,167,215,Turtleneck,1,Upper Body,137,150,20550,train,10
68457,img/Classic_Knit_Turtleneck/img_00000050.jpg,52,73,198,283,Turtleneck,1,Upper Body,146,210,30660,train,10
68460,img/Classic_Knit_Turtleneck/img_00000053.jpg,33,34,167,208,Turtleneck,1,Upper Body,134,174,23316,train,10
68461,img/Classic_Knit_Turtleneck/img_00000054.jpg,132,21,300,264,Turtleneck,1,Upper Body,168,243,40824,train,10
68462,img/Classic_Knit_Turtleneck/img_00000055.jpg,38,51,234,283,Turtleneck,1,Upper Body,196,232,45472,train,10
68463,img/Classic_Knit_Turtleneck/img_00000056.jpg,84,50,271,300,Turtleneck,1,Upper Body,187,250,46750,train,10
68464,img/Classic_Knit_Turtleneck/img_00000057.jpg,8,1,200,296,Turtleneck,1,Upper Body,192,295,56640,train,10
68465,img/Classic_Knit_Turtleneck/img_00000058.jpg,33,8,261,258,Turtleneck,1,Upper Body,228,250,57000,train,10
77569,img/Cropped_Ribbed_Knit_Turtleneck/img_00000001.jpg,59,56,148,190,Turtleneck,1,Upper Body,89,134,11926,train,10
77570,img/Cropped_Ribbed_Knit_Turtleneck/img_00000002.jpg,82,61,183,172,Turtleneck,1,Upper Body,101,111,11211,train,10
77571,img/Cropped_Ribbed_Knit_Turtleneck/img_00000003.jpg,56,45,164,192,Turtleneck,1,Upper Body,108,147,15876,train,10
77572,img/Cropped_Ribbed_Knit_Turtleneck/img_00000004.jpg,9,77,145,288,Turtleneck,1,Upper Body,136,211,28696,train,10
77573,img/Cropped_Ribbed_Knit_Turtleneck/img_00000005.jpg,65,57,150,236,Turtleneck,1,Upper Body,85,179,15215,train,10
77574,img/Cropped_Ribbed_Knit_Turtleneck/img_00000006.jpg,61,77,200,273,Turtleneck,1,Upper Body,139,196,27244,train,10
77576,img/Cropped_Ribbed_Knit_Turtleneck/img_00000008.jpg,79,61,225,258,Turtleneck,1,Upper Body,146,197,28762,train,10
77577,img/Cropped_Ribbed_Knit_Turtleneck/img_00000009.jpg,99,74,181,257,Turtleneck,1,Upper Body,82,183,15006,train,10
77579,img/Cropped_Ribbed_Knit_Turtleneck/img_00000011.jpg,70,87,135,185,Turtleneck,1,Upper Body,65,98,6370,train,10
77582,img/Cropped_Ribbed_Knit_Turtleneck/img_00000014.jpg,100,49,245,242,Turtleneck,1,Upper Body,145,193,27985,train,10
77583,img/Cropped_Ribbed_Knit_Turtleneck/img_00000015.jpg,59,67,155,189,Turtleneck,1,Upper Body,96,122,11712,train,10
77584,img/Cropped_Ribbed_Knit_Turtleneck/img_00000016.jpg,62,41,142,127,Turtleneck,1,Upper Body,80,86,6880,train,10
77586,img/Cropped_Ribbed_Knit_Turtleneck/img_00000018.jpg,22,49,120,162,Turtleneck,1,Upper Body,98,113,11074,train,10
77588,img/Cropped_Ribbed_Knit_Turtleneck/img_00000020.jpg,1,34,130,280,Turtleneck,1,Upper Body,129,246,31734,train,10
77590,img/Cropped_Ribbed_Knit_Turtleneck/img_00000022.jpg,77,37,136,181,Turtleneck,1,Upper Body,59,144,8496,train,10
77591,img/Cropped_Ribbed_Knit_Turtleneck/img_00000023.jpg,39,73,153,180,Turtleneck,1,Upper Body,114,107,12198,train,10
77592,img/Cropped_Ribbed_Knit_Turtleneck/img_00000024.jpg,58,54,194,272,Turtleneck,1,Upper Body,136,218,29648,train,10
77593,img/Cropped_Ribbed_Knit_Turtleneck/img_00000025.jpg,55,96,133,230,Turtleneck,1,Upper Body,78,134,10452,train,10
77594,img/Cropped_Ribbed_Knit_Turtleneck/img_00000026.jpg,30,40,86,161,Turtleneck,1,Upper Body,56,121,6776,train,10
77595,img/Cropped_Ribbed_Knit_Turtleneck/img_00000027.jpg,27,102,170,256,Turtleneck,1,Upper Body,143,154,22022,train,10
77596,img/Cropped_Ribbed_Knit_Turtleneck/img_00000028.jpg,8,51,188,300,Turtleneck,1,Upper Body,180,249,44820,train,10
77600,img/Cropped_Ribbed_Knit_Turtleneck/img_00000032.jpg,37,47,159,238,Turtleneck,1,Upper Body,122,191,23302,train,10
77601,img/Cropped_Ribbed_Knit_Turtleneck/img_00000033.jpg,88,73,153,191,Turtleneck,1,Upper Body,65,118,7670,train,10
77602,img/Cropped_Ribbed_Knit_Turtleneck/img_00000034.jpg,67,35,108,131,Turtleneck,1,Upper Body,41,96,3936,train,10
77603,img/Cropped_Ribbed_Knit_Turtleneck/img_00000035.jpg,19,63,180,268,Turtleneck,1,Upper Body,161,205,33005,train,10
77604,img/Cropped_Ribbed_Knit_Turtleneck/img_00000036.jpg,1,77,225,300,Turtleneck,1,Upper Body,224,223,49952,train,10
77605,img/Cropped_Ribbed_Knit_Turtleneck/img_00000037.jpg,83,56,239,266,Turtleneck,1,Upper Body,156,210,32760,train,10
77606,img/Cropped_Ribbed_Knit_Turtleneck/img_00000038.jpg,47,55,192,251,Turtleneck,1,Upper Body,145,196,28420,train,10
77607,img/Cropped_Ribbed_Knit_Turtleneck/img_00000039.jpg,72,60,164,250,Turtleneck,1,Upper Body,92,190,17480,train,10
77608,img/Cropped_Ribbed_Knit_Turtleneck/img_00000040.jpg,82,47,212,263,Turtleneck,1,Upper Body,130,216,28080,train,10
77611,img/Cropped_Ribbed_Knit_Turtleneck/img_00000043.jpg,90,37,160,171,Turtleneck,1,Upper Body,70,134,9380,train,10
77613,img/Cropped_Ribbed_Knit_Turtleneck/img_00000045.jpg,30,40,151,299,Turtleneck,1,Upper Body,121,259,31339,train,10
77614,img/Cropped_Ribbed_Knit_Turtleneck/img_00000046.jpg,56,45,112,140,Turtleneck,1,Upper Body,56,95,5320,train,10
77615,img/Cropped_Ribbed_Knit_Turtleneck/img_00000047.jpg,123,62,211,193,Turtleneck,1,Upper Body,88,131,11528,train,10
77616,img/Cropped_Ribbed_Knit_Turtleneck/img_00000048.jpg,59,40,138,141,Turtleneck,1,Upper Body,79,101,7979,train,10
77617,img/Cropped_Ribbed_Knit_Turtleneck/img_00000049.jpg,118,71,226,261,Turtleneck,1,Upper Body,108,190,20520,train,10
77618,img/Cropped_Ribbed_Knit_Turtleneck/img_00000050.jpg,60,35,220,264,Turtleneck,1,Upper Body,160,229,36640,train,10
77620,img/Cropped_Ribbed_Knit_Turtleneck/img_00000052.jpg,71,51,237,286,Turtleneck,1,Upper Body,166,235,39010,train,10
77621,img/Cropped_Ribbed_Knit_Turtleneck/img_00000053.jpg,110,91,216,197,Turtleneck,1,Upper Body,106,106,11236,train,10
82854,img/Double-Breasted_Peacoat/img_00000001.jpg,34,39,220,300,Peacoat,1,Upper Body,186,261,48546,train,8
82855,img/Double-Breasted_Peacoat/img_00000002.jpg,73,47,165,232,Peacoat,1,Upper Body,92,185,17020,train,8
